accuracy,loss,val_accuracy,val_loss,learning_rate
0.16227999329566956,4.122801303863525,0.10119999945163727,4.0849409103393555,0.0010000000474974513
0.2477799952030182,2.7816824913024902,0.10689999908208847,3.6043386459350586,0.0010000000474974513
0.3186599910259247,2.368866205215454,0.1444000005722046,3.0822131633758545,0.0010000000474974513
0.3748199939727783,2.145279884338379,0.2328999936580658,2.542773723602295,0.0010000000474974513
0.4140799939632416,2.0081944465637207,0.39750000834465027,2.031765937805176,0.0010000000474974513
0.44909998774528503,1.9100834131240845,0.3734000027179718,2.1091222763061523,0.0010000000474974513
0.47929999232292175,1.833191990852356,0.4007999897003174,1.9016040563583374,0.0010000000474974513
0.5041400194168091,1.775680661201477,0.4871000051498413,1.747762680053711,0.0010000000474974513
0.5212000012397766,1.7367304563522339,0.46059998869895935,1.8611809015274048,0.0010000000474974513
0.5315399765968323,1.7100565433502197,0.5641999840736389,1.609198808670044,0.0010000000474974513
0.5474600195884705,1.6746909618377686,0.4779999852180481,1.7750890254974365,0.0010000000474974513
0.5542600154876709,1.6608160734176636,0.4498000144958496,1.9475256204605103,0.0010000000474974513
0.5665000081062317,1.635532021522522,0.41190001368522644,2.281630039215088,0.0010000000474974513
0.5785599946975708,1.613107681274414,0.5855000019073486,1.5714304447174072,0.0010000000474974513
0.5854200124740601,1.6001923084259033,0.5918999910354614,1.5573840141296387,0.0010000000474974513
0.5945000052452087,1.5812684297561646,0.5800999999046326,1.6088060140609741,0.0010000000474974513
0.6015400290489197,1.5706524848937988,0.3682999908924103,2.7480311393737793,0.0010000000474974513
0.6031200289726257,1.560204267501831,0.5709999799728394,1.6211704015731812,0.0010000000474974513
0.6110799908638,1.550438404083252,0.49939998984336853,1.8644511699676514,0.0010000000474974513
0.6163600087165833,1.541440725326538,0.6265000104904175,1.4811075925827026,0.0010000000474974513
0.6212199926376343,1.5282970666885376,0.5936999917030334,1.5660045146942139,0.0010000000474974513
0.6234400272369385,1.5251187086105347,0.5286999940872192,1.8735002279281616,0.0010000000474974513
0.6284999847412109,1.5143682956695557,0.6287000179290771,1.4825026988983154,0.0010000000474974513
