accuracy,loss,val_accuracy,val_loss
0.44958001375198364,1.511942982673645,0.5586000084877014,1.235665202140808
0.5938199758529663,1.1423370838165283,0.6180999875068665,1.0787444114685059
0.6566200256347656,0.9788601398468018,0.6491000056266785,0.999564528465271
0.6907200217247009,0.8785965442657471,0.6539999842643738,1.002555012702942
0.7179999947547913,0.8054211139678955,0.6632999777793884,0.9852579236030579
0.7384999990463257,0.7473490834236145,0.6735000014305115,0.9666024446487427
0.7581599950790405,0.6960250735282898,0.6958000063896179,0.9234914183616638
0.7743200063705444,0.6517385840415955,0.6984999775886536,0.9308184385299683
0.7878400087356567,0.6097864508628845,0.7013000249862671,0.9369508624076843
0.7996399998664856,0.5752617716789246,0.6973000168800354,0.9842038154602051
0.8113399744033813,0.5380988121032715,0.6947000026702881,1.0128053426742554
0.8206800222396851,0.5133718848228455,0.6917999982833862,1.0557893514633179
0.8281000256538391,0.48932114243507385,0.6797000169754028,1.1547659635543823
0.8377799987792969,0.4585975110530853,0.6646999716758728,1.2273668050765991
0.8432400226593018,0.4388033449649811,0.6355000138282776,1.4199268817901611
0.8508999943733215,0.4191119968891144,0.6606000065803528,1.3710771799087524
0.8575000166893005,0.39620712399482727,0.6686999797821045,1.3386874198913574
0.8671200275421143,0.3706889748573303,0.6694999933242798,1.3942734003067017
0.8739799857139587,0.3498007357120514,0.6628000140190125,1.4374520778656006
0.8754199743270874,0.34404727816581726,0.669700026512146,1.4585696458816528
0.8812599778175354,0.328410267829895,0.6579999923706055,1.5631141662597656
0.8867999911308289,0.3092816174030304,0.6668000221252441,1.6347205638885498
0.8928400278091431,0.2971879541873932,0.6478000283241272,1.8329778909683228
0.8955199718475342,0.2832868993282318,0.6514999866485596,1.8571720123291016
0.8986799716949463,0.27768558263778687,0.6611999869346619,1.8201406002044678
0.9014000296592712,0.26725128293037415,0.6534000039100647,1.9037054777145386
0.9070799946784973,0.2540218234062195,0.6485999822616577,2.010700225830078
0.9109200239181519,0.24138988554477692,0.6499999761581421,2.004472494125366
0.9160799980163574,0.22998875379562378,0.6575000286102295,2.092864513397217
0.9183599948883057,0.22506360709667206,0.6539999842643738,2.1112797260284424
0.9204800128936768,0.21423391997814178,0.6495000123977661,2.2486724853515625
0.9224600195884705,0.21201929450035095,0.6618000268936157,2.2429468631744385
0.9250400066375732,0.20773179829120636,0.6534000039100647,2.301743984222412
0.9279400110244751,0.1985650211572647,0.6500999927520752,2.3692755699157715
0.9282000064849854,0.20047622919082642,0.6425999999046326,2.445279359817505
0.9355199933052063,0.1784004122018814,0.6467999815940857,2.5326316356658936
0.9379400014877319,0.17368021607398987,0.6567000150680542,2.5074150562286377
0.9405999779701233,0.1635819971561432,0.6500999927520752,2.593134641647339
0.9396600127220154,0.16977225244045258,0.6546000242233276,2.5829851627349854
0.9370599985122681,0.1774909943342209,0.6571000218391418,2.6193909645080566
0.9419199824333191,0.1594686359167099,0.6685000061988831,2.519286632537842
0.9444199800491333,0.15742889046669006,0.659500002861023,2.694852828979492
0.9453799724578857,0.15475192666053772,0.6575999855995178,2.715467691421509
0.9470400214195251,0.1496422290802002,0.6621999740600586,2.7125678062438965
0.9482399821281433,0.1492929309606552,0.6621999740600586,2.663278818130493
0.9526000022888184,0.13609425723552704,0.6589999794960022,2.7453694343566895
0.9487400054931641,0.14340725541114807,0.6564000248908997,2.8402295112609863
0.951960027217865,0.13842718303203583,0.66839998960495,2.897104024887085
0.949940025806427,0.14539246261119843,0.6617000102996826,2.8187196254730225
0.9548799991607666,0.13315321505069733,0.6628999710083008,2.7758948802948
0.9545400142669678,0.13002029061317444,0.6601999998092651,2.8913676738739014
0.9523800015449524,0.13776743412017822,0.6628000140190125,2.840111017227173
0.9591599702835083,0.11926010996103287,0.6585000157356262,3.0049643516540527
0.9556400179862976,0.12896525859832764,0.663100004196167,3.0416908264160156
0.9584800004959106,0.12168563157320023,0.6575999855995178,3.0790226459503174
0.9564599990844727,0.12807011604309082,0.6593000292778015,3.0328431129455566
0.9621800184249878,0.10916590690612793,0.6643000245094299,3.1838831901550293
0.9578400254249573,0.12330108135938644,0.6704000234603882,3.2365682125091553
0.9621599912643433,0.11056382954120636,0.6570000052452087,3.099602699279785
0.9616000056266785,0.11363737285137177,0.6593999862670898,3.254035711288452
0.9607399702072144,0.11498033255338669,0.666700005531311,3.138761520385742
0.9618800282478333,0.11220645159482956,0.6604999899864197,3.3416519165039062
0.9619799852371216,0.11494407057762146,0.6611999869346619,3.358975410461426
0.9635000228881836,0.10509725660085678,0.6597999930381775,3.3595473766326904
0.9628000259399414,0.10837125778198242,0.6680999994277954,3.3313581943511963
0.9652600288391113,0.10245292633771896,0.660099983215332,3.375077247619629
0.961899995803833,0.11314026266336441,0.6672000288963318,3.2926366329193115
0.9653400182723999,0.10366050153970718,0.6628000140190125,3.45103120803833
0.9657400250434875,0.10226116329431534,0.6642000079154968,3.567220687866211
0.9642000198364258,0.10662376135587692,0.6592000126838684,3.4628663063049316
0.9668599963188171,0.10165441036224365,0.6653000116348267,3.451639175415039
0.9658200144767761,0.10301927477121353,0.6660000085830688,3.4742910861968994
0.965719997882843,0.10488313436508179,0.661899983882904,3.5437839031219482
0.9686599969863892,0.0929221659898758,0.6608999967575073,3.5420546531677246
0.9678599834442139,0.09548073261976242,0.6621999740600586,3.6600453853607178
0.9682000279426575,0.09644924849271774,0.6625000238418579,3.673985242843628
0.9662799835205078,0.10201702266931534,0.6607999801635742,3.781411647796631
0.969539999961853,0.09300053864717484,0.6603000164031982,3.7940359115600586
0.9686200022697449,0.09289540350437164,0.6661999821662903,3.7157113552093506
0.9674800038337708,0.10135235637426376,0.667900025844574,3.744042158126831
0.9711999893188477,0.09001415967941284,0.6618000268936157,3.7531700134277344
0.9703599810600281,0.09050913155078888,0.6672000288963318,3.7438223361968994
0.9685800075531006,0.09829645603895187,0.6632000207901001,3.74592924118042
0.9710400104522705,0.08990456908941269,0.6559000015258789,3.8978629112243652
0.9711800217628479,0.08708330243825912,0.6603999733924866,3.950922966003418
0.9697399735450745,0.09668544679880142,0.6654000282287598,3.808962106704712
0.9711599946022034,0.08779363334178925,0.6514999866485596,4.0491204261779785
0.9706799983978271,0.08854198455810547,0.6575999855995178,3.915864944458008
0.9712399840354919,0.08756507188081741,0.6632000207901001,3.8743672370910645
0.9708799719810486,0.09257542341947556,0.6632999777793884,3.9480342864990234
0.9728599786758423,0.08899104595184326,0.6596999764442444,3.8912320137023926
0.9708600044250488,0.09098653495311737,0.6686000227928162,3.890498399734497
0.9727200269699097,0.08357720822095871,0.6603999733924866,3.825510263442993
0.9733200073242188,0.08507560193538666,0.6638000011444092,3.864013671875
0.9731400012969971,0.08621460199356079,0.6601999998092651,3.927518844604492
0.9726799726486206,0.08785046637058258,0.6535999774932861,4.130846977233887
0.9731199741363525,0.08389618247747421,0.6592000126838684,4.073276519775391
0.9759200215339661,0.07524368911981583,0.6592000126838684,4.20386266708374
0.972000002861023,0.09110326319932938,0.6600000262260437,3.9242019653320312
0.9760599732398987,0.07706363499164581,0.6715999841690063,4.119905471801758
