accuracy,loss,val_accuracy,val_loss
0.44958001375198364,1.511942982673645,0.5586000084877014,1.235665202140808
0.5938199758529663,1.1423370838165283,0.6180999875068665,1.0787444114685059
0.6566200256347656,0.9788601398468018,0.6491000056266785,0.999564528465271
0.6907200217247009,0.8785965442657471,0.6539999842643738,1.002555012702942
0.7179999947547913,0.8054211139678955,0.6632999777793884,0.9852579236030579
0.7384999990463257,0.7473490834236145,0.6735000014305115,0.9666024446487427
0.7581599950790405,0.6960250735282898,0.6958000063896179,0.9234914183616638
0.7743200063705444,0.6517385840415955,0.6984999775886536,0.9308184385299683
0.7878400087356567,0.6097864508628845,0.7013000249862671,0.9369508624076843
0.7996399998664856,0.5752617716789246,0.6973000168800354,0.9842038154602051
